id,geometry,...1,name,distance,variable,interval,period_op,file,month,year,min_diff,mean_diff,max_diff
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,5,2020,0.8038523197174077,0.5021074211565395,0.11240386962890625
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,5,2021,0.946326494216919,0.5474785080840512,0.09009456634521484
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,5,2022,0.8170280456542969,0.5613657680730668,0.23916149139404297
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,5,2023,2.288818359375e-5,3.1096576362443784e-4,0.0011100769043004277
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,6,2020,0.45105981826782227,0.42374732883440114,0.3004941940307617
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,6,2021,0.5065629482269287,0.4908384394314558,0.45714330673217773
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,6,2022,0.5414123535156246,0.5160117307470911,0.43251657485961914
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,6,2023,-2.0599365234375e-4,3.5353369182899996e-4,6.771087646484375e-4
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,7,2020,0.4966099262237549,0.4782067520483846,0.2828073501586914
4,"c(-121.297613237431, -121.298616551062, -121.298149151025, -121.296733566426, -121.296117801363, -121.296725900814, -121.297294243722, -121.297513611834, -121.296343107386, -121.294348814227, -121.291844402365, -121.290946216684, -121.291618452807, -121.293864099825, -121.294554707124, -121.296545080505, -121.298139651906, -121.301384814165, -121.302996934535, -121.304015852785, -121.305593529836, -121.308379731229, 37.7261848833098, 37.7275288966749, 37.7292884381334, 37.7311826122046, 37.7327724356237, 
37.7355171870974, 37.7373191573015, 37.7383881423392, 37.7402583782499, 37.7420727292334, 37.7448932732295, 37.7467948679419, 37.7480627152417, 37.7512432467983, 37.7517147306556, 37.7514029017961, 37.7510386250011, 37.7505058466718, 37.7506966393078, 37.7525874722495, 37.7597879312928, 37.7601658413879)",29,DVI,12870,stage,15MIN,inst,./output/FPV2Mb_hydro.dss,7,2021,0.48331260681152344,0.49770690709032017,0.42768096923828125
